"1","Daily.Course.min","Weather","Snow","Use.per.Pickup","Pickup.Time"
24,3480,849.2,4,63.9580109497885,2796.75
3480,858600,121794,690,8238.99215920036,386677.5
849.2,121794,31127.9,127.1,2252.86233055917,99375.45
4,690,127.1,4,12.1398760330579,483.5
63.9580109497885,8238.99215920036,2252.86233055917,12.1398760330579,180.847563719713,7563.42462240113
2796.75,386677.5,99375.45,483.5,7563.42462240113,333875.3125
